email	password	first_name	last_name	nickname	postal_code	phone_number	phone_type	to_share
usr340@gt.edu	pass340	Kasandra	Tegarden	chivalrous passenger	74080	5452287220	Home	0
usr341@gt.edu	pass341	Nickolas	Fallick	ambitious hate	20428	4777865973	Work	1
usr342@gt.edu	pass342	Pete	Galam	amused creator	30101	5124235582	Home	0
usr343@gt.edu	pass343	Elvera	Acuff	tested crayon	91017	0933798365	Home	1
usr344@gt.edu	pass344	Flo	Vocelka	picayune woman	76526			
usr345@gt.edu	pass345	Xuan	Schmierer	smart temper	78705			
usr346@gt.edu	pass346	Dyan	Giguere	mere aunt	68847	3708718819	Mobile	0
usr347@gt.edu	pass347	Yuki	Dhamer	unruly gold	08321	6371940874	Home	1
usr348@gt.edu	pass348	Laurel	Waycott	milky babies	92412	0480207606	Home	0
usr349@gt.edu	pass349	Amber	Tomblin	material umbrella	99252	5132901993	Mobile	1
usr350@gt.edu	pass350	Shawnda	Ruta	towering middle	28370			
usr351@gt.edu	pass351	Lashandra	Zagen	dark riddle	02189	7287198608	Work	1
usr352@gt.edu	pass352	Refugia	Klang	sparkling tent	59484	1922630674	Work	0
usr353@gt.edu	pass353	Tyra	Luczki	condemned wine	57783	2290050100	Work	0
usr354@gt.edu	pass354	Harrison	Jacobos	abiding locket	34204			
usr355@gt.edu	pass355	Alaine	Kitty	stupid earth	16627	7294005562	Home	1
usr356@gt.edu	pass356	Cheryl	Mcrae	actually railway	98236			
usr357@gt.edu	pass357	Norah	Slayton	right umbrella	68601	5718370697	Work	0
usr358@gt.edu	pass358	Vincenza	Ohms	cagey side	74059	2771736665	Work	0
usr359@gt.edu	pass359	Carmen	Mugnolo	ruthless chance	93741			
usr360@gt.edu	pass360	Kattie	Lipke	purring rifle	93906	3951944799	Work	0
usr361@gt.edu	pass361	Eden	Perruzza	materialistic bird	19478	6104368411	Home	0
usr362@gt.edu	pass362	Garry	Linahan	smart cent	12122	2697064489	Work	0
usr363@gt.edu	pass363	Allene	Ventura	ad hoc jar	41189	3153005106	Mobile	0
usr364@gt.edu	pass364	Loren	Paprocki	likeable vegetable	04037	1416677672	Home	0
usr365@gt.edu	pass365	Roselle	Klusman	clever fang	98204			
usr366@gt.edu	pass366	Cassi	Andreason	early distance	50306	0951987558	Mobile	1
usr367@gt.edu	pass367	Shonda	Beech	cheap clover	19608	9456711426	Mobile	1
usr368@gt.edu	pass368	Sabra	Fillingim	cheap clover	33716	2599181023	Mobile	0
usr369@gt.edu	pass369	Noah	Herritt	makeshift slope	80426	6657377486	Home	0
usr370@gt.edu	pass370	Kirk	Pinilla	disillusioned honey	28741	1262080246	Home	0
usr371@gt.edu	pass371	Felicidad	Goldammer	same library	42047			
usr372@gt.edu	pass372	Cory	Klonowski	delicious vessel	47381			
usr373@gt.edu	pass373	Stephen	Brossart	abaft insurance	61884			
usr374@gt.edu	pass374	Goldie	Madarang	ubiquitous seashore	48824	5980862317	Home	1
usr375@gt.edu	pass375	Angella	Mcrae	rude toothpaste	89448			
usr376@gt.edu	pass376	Lawrence	Sarao	trite stamp	17884	8130825930	Mobile	0
usr377@gt.edu	pass377	Rikki	Francescon	dark purpose	48729	2660981270	Work	0
usr378@gt.edu	pass378	Kasandra	Dilliard	outrageous son	53040	7614445520	Home	0
usr379@gt.edu	pass379	Lili	Gesick	remarkable linen	79928	0198809284	Home	0
usr380@gt.edu	pass380	Celeste	Linahan	polite pen	68521	1453003241	Mobile	1
usr381@gt.edu	pass381	Vi	Burnard	abnormal believe	86439			
usr382@gt.edu	pass382	Caprice	Mconnell	madly tent	25423			
usr383@gt.edu	pass383	Raymon	Gotter	slippery achiever	02906	9930199311	Work	0
usr384@gt.edu	pass384	Detra	Harabedian	long-term credit	36017	6294433667	Home	0
usr385@gt.edu	pass385	Delmy	Spickerman	charming slope	31028	1518377137	Mobile	0
usr386@gt.edu	pass386	Franklyn	Moyd	lyrical cows	33849	1167328858	Home	1
usr387@gt.edu	pass387	Erinn	Brideau	ambitious engine	29433	4215458367	Work	1
usr388@gt.edu	pass388	Adelina	Foller	plausible duck	79330			
usr389@gt.edu	pass389	Kris	Acuff	scrawny book	03269	4649879472	Home	0
usr390@gt.edu	pass390	Erick	Meisel	craven crown	12569	1139814894	Work	1
usr391@gt.edu	pass391	Buddy	Kampa	cute coil	38004	3207740685	Home	0
usr392@gt.edu	pass392	Dean	Malvin	coordinated health	97737	5341300246	Mobile	1
usr393@gt.edu	pass393	Leota	Dilliard	excellent straw	56483			
usr394@gt.edu	pass394	Lynelle	Weirather	absorbing cats	60638	0781480585	Work	1
usr395@gt.edu	pass395	Ruthann	Frey	bored basketball	56122	8821172115	Mobile	1
usr396@gt.edu	pass396	Amber	Menter	polite digestion	06511			
usr397@gt.edu	pass397	Janey	Garufi	lackadaisical aunt	23184	9120124085	Mobile	1
usr398@gt.edu	pass398	Glory	Silvestrini	quick talk	42566	2702840786	Mobile	0
usr399@gt.edu	pass399	Nan	Centini	grieving passenger	35203	4170634186	Home	0
usr400@gt.edu	pass400	France	Boulter	abiding flight	83221	7953421919	Home	0
usr401@gt.edu	pass401	Gail	Isaacs	cagey kitty	67228			
usr402@gt.edu	pass402	Rebecka	Myricks	accurate talk	48329			
usr403@gt.edu	pass403	Paris	Dhamer	charming teeth	37202	7848774456	Home	1
usr404@gt.edu	pass404	Tarra	Mclaird	earsplitting wheel	49056	4143497908	Home	0
usr405@gt.edu	pass405	Fletcher	Threets	steady vegetable	54112	6368945079	Work	1
usr406@gt.edu	pass406	Sharee	Vocelka	somber rifle	81123	1919812197	Mobile	0
usr407@gt.edu	pass407	Roxane	Monarrez	lyrical fuel	48620			
usr408@gt.edu	pass408	Felix	Heimann	chief laborer	40506	6247920796	Mobile	0
usr409@gt.edu	pass409	Dean	Springe	poor food	21710			
usr410@gt.edu	pass410	Tracey	Karpin	versed circle	94952	1929616697	Home	0
usr411@gt.edu	pass411	Francine	Eroman	incredible hate	02139	7999681166	Mobile	1
usr412@gt.edu	pass412	Thaddeus	Shields	gigantic earth	65629	5837060728	Mobile	1
usr413@gt.edu	pass413	Arlette	Brideau	massive dress	15834	9434145100	Mobile	0
usr414@gt.edu	pass414	Teri	Menter	clever vegetable	01432	4550539103	Work	1
usr415@gt.edu	pass415	Katina	Sahagun	bitter walk	62613			
usr416@gt.edu	pass416	Markus	Palaia	ritzy teeth	26209	1949084065	Work	1
usr417@gt.edu	pass417	Marge	Weirather	same art	14201	8557889434	Work	1
usr418@gt.edu	pass418	Cecily	Garufi	secret gold	50049	4486544756	Home	1
usr419@gt.edu	pass419	Jolene	Munis	daily rings	20653	1793705001	Mobile	1
usr420@gt.edu	pass420	Lemuel	Eroman	healthy vegetable	11241	3465880686	Home	1
usr421@gt.edu	pass421	Candida	Threets	sticky sneeze	07194			
usr422@gt.edu	pass422	Luisa	Setter	longing children	34489	2247400076	Home	1
usr423@gt.edu	pass423	Staci	Villanueva	clever planes	34982	2509023281	Home	0
usr424@gt.edu	pass424	Blondell	Jillson	maniacal arm	91906	3350899451	Home	1
usr425@gt.edu	pass425	Ronny	Nestle	earsplitting spy	92025			
usr426@gt.edu	pass426	Dulce	Tegarden	eminent price	36901	3875632627	Mobile	1
usr427@gt.edu	pass427	Erick	Hengel	poor food	78461	3885077794	Home	1
usr428@gt.edu	pass428	Simona	Mclaird	versed cart	28130	8583312441	Work	0
usr429@gt.edu	pass429	Gracia	Morasca	irate sleet	57195	8380642140	Work	1
usr430@gt.edu	pass430	Jade	Arceo	longing toad	42254			
usr431@gt.edu	pass431	Francine	Albares	juicy duck	60706			
usr432@gt.edu	pass432	Donette	Figeroa	ad hoc record	59240			
usr433@gt.edu	pass433	Shenika	Degonia	guttural coast	38562	3474751852	Work	0
usr434@gt.edu	pass434	Jacqueline	Rauser	trite food	49922	4591406387	Work	0
usr435@gt.edu	pass435	Shonda	Berray	cool robin	35201	4694375519	Work	0
usr436@gt.edu	pass436	Rozella	Reitler	incandescent linen	41549	6745534053	Mobile	0
usr437@gt.edu	pass437	Deeanna	Lindall	stiff nut	30353			
usr438@gt.edu	pass438	Ryan	Fredicks	ritzy teeth	36009			
usr439@gt.edu	pass439	Lezlie	Degonia	hurried beds	62786	1439222567	Mobile	0
usr440@gt.edu	pass440	Ettie	Shields	trite food	29218			
usr441@gt.edu	pass441	Mitsue	Berganza	likeable vegetable	80130	2461381086	Mobile	1
usr442@gt.edu	pass442	Carey	Morasca	lyrical vacation	67235	1346000228	Work	1
usr443@gt.edu	pass443	Cory	Caldarera	silent ship	40590			
usr444@gt.edu	pass444	Levi	Mcnease	foamy pets	38955	3803579565	Work	1
usr445@gt.edu	pass445	Theola	Saras	cute coil	67741	5287089021	Mobile	0
usr446@gt.edu	pass446	Levi	Julia	clever afterthought	76133			
usr447@gt.edu	pass447	Yvonne	Schirpke	eatable coat	77032	3916779457	Mobile	1
usr448@gt.edu	pass448	Ciara	Cryer	abiding pickle	83118			
usr449@gt.edu	pass449	Annelle	Bourbon	remarkable art	78109			
usr450@gt.edu	pass450	Alishia	Knipp	shaggy silver	48398	1819900704	Mobile	1
usr451@gt.edu	pass451	Truman	Swayze	breezy umbrella	84038	9854868372	Home	1
usr452@gt.edu	pass452	Lili	Lorens	abstracted cats	18640	5102760367	Home	1
usr453@gt.edu	pass453	Kasandra	Amigon	unwieldy middle	24594			
usr454@gt.edu	pass454	Myra	Dickerson	wary caption	71857	7151835409	Work	0
usr455@gt.edu	pass455	Tasia	Callaro	guttural religion	11788			
usr456@gt.edu	pass456	Beatriz	Haroldson	rightful coat	40177			
usr457@gt.edu	pass457	Kirk	Flister	slow recess	28458	4601403554	Home	0
usr458@gt.edu	pass458	Buddy	Lindall	gigantic slip	75062	5999041282	Home	1
usr459@gt.edu	pass459	Brittni	Grenet	ruthless pets	72029			
usr460@gt.edu	pass460	Shonda	Husser	barbarous train	99640	4790258634	Mobile	1
usr461@gt.edu	pass461	Ma	Caudy	sad slave	33447	7782122412	Work	1
usr462@gt.edu	pass462	Latrice	Kusko	splendid trail	29840			
usr463@gt.edu	pass463	Lizbeth	Hollack	humdrum gold	30822	4499977611	Work	1
usr464@gt.edu	pass464	Josphine	Samu	handsome middle	28810	7693829043	Work	1
usr465@gt.edu	pass465	Lorrie	Ohms	remarkable art	95140	5618370986	Mobile	0
usr466@gt.edu	pass466	Johnna	Pawlowicz	defiant system	03046	2204963506	Home	0
usr467@gt.edu	pass467	Wilda	Korando	faithful duck	89128	5551595132	Mobile	1
usr468@gt.edu	pass468	Edna	Melnyk	smart cent	92692	0415318548	Mobile	1
usr469@gt.edu	pass469	Weldon	Miceli	poor story	75251	6802517486	Mobile	0
usr470@gt.edu	pass470	Franklyn	Brachle	necessary chalk	59448	2418009737	Home	1
usr471@gt.edu	pass471	Deandrea	Miceli	glorious quince	14127			
usr472@gt.edu	pass472	Meaghan	Wieser	rude authority	37246	2976566640	Home	1
usr473@gt.edu	pass473	Johnetta	Suffield	purring art	43711	7514778471	Home	0
usr474@gt.edu	pass474	Marguerita	Marrier	future train	15089			
usr475@gt.edu	pass475	Jeanice	Sweely	comfortable sleet	06231	6981249746	Mobile	0
usr476@gt.edu	pass476	Karan	Goldammer	guttural coast	74032	1318500356	Work	0
usr477@gt.edu	pass477	Graciela	Stockham	absorbing price	24562			
usr478@gt.edu	pass478	Keneth	Perin	handsome aunt	50543	8588629976	Home	0
usr479@gt.edu	pass479	Dulce	Paprocki	sloppy book	45896	2971430855	Mobile	0
usr480@gt.edu	pass480	Casie	Nestle	clever vegetable	77512			
usr481@gt.edu	pass481	Amber	Schnitzler	damaged pickle	90016	3694953989	Home	1
usr482@gt.edu	pass482	Helene	Spickerman	garrulous cats	19370			
usr483@gt.edu	pass483	Willow	Sama	evasive nut	32936	5808000865	Home	0
usr484@gt.edu	pass484	Bok	Burnard	ruthless planes	02066	5611788623	Mobile	1
usr485@gt.edu	pass485	Kris	Shadrick	same passenger	47814	5654569630	Home	1
usr486@gt.edu	pass486	Franklyn	Lapage	hanging peace	42345	0141658718	Home	1
usr487@gt.edu	pass487	Beckie	Husser	defiant drain	72107			
usr488@gt.edu	pass488	Rolande	Saulter	past dress	71316			
usr489@gt.edu	pass489	Peggie	Kalafatis	coordinated purpose	48071			
usr490@gt.edu	pass490	Van	Wrinkles	hanging nose	51654	8634024789	Work	0
usr491@gt.edu	pass491	Haydee	Hoopengardner	fearful rabbit	71969			
usr492@gt.edu	pass492	Vincenza	Moyd	grubby engine	92122	5936423214	Work	1
usr493@gt.edu	pass493	Moon	Wildfong	waiting aunt	17301			
usr494@gt.edu	pass494	Scarlet	Devreese	ambitious spy	27113			
usr495@gt.edu	pass495	Winfred	Schirpke	disagreeable planes	13020			
usr496@gt.edu	pass496	Willodean	Abdallah	fearful rabbit	21656	9737200875	Work	1
usr497@gt.edu	pass497	Herminia	Sahagun	earsplitting apparatus	62053	2712010169	Mobile	1
usr498@gt.edu	pass498	Jerry	Butt	nonstop stage	84189	3308605999	Mobile	1
usr499@gt.edu	pass499	Lynelle	Emard	glorious pen	05463	7936511298	Mobile	0
usr500@gt.edu	pass500	Novella	Bowley	unbecoming loaf	56174	9427131988	Home	1
usr501@gt.edu	pass501	Krissy	Hidvegi	barbarous credit	46705			
usr502@gt.edu	pass502	Sue	Schieler	clever credit	28637			
usr503@gt.edu	pass503	Lorean	Zane	smart cent	72471	6702367992	Mobile	0
usr504@gt.edu	pass504	Stephaine	Marrier	guttural blow	24860	0431856382	Work	0
usr505@gt.edu	pass505	Annabelle	Shire	thick error	50673	1637858196	Mobile	1
usr506@gt.edu	pass506	Alline	Rodenberger	large error	45868	6220125089	Work	1
usr507@gt.edu	pass507	Celeste	Amigon	glorious pen	17088			
usr508@gt.edu	pass508	Shawnda	Thyberg	incandescent linen	90101			
usr509@gt.edu	pass509	Lili	Onofrio	stimulating arm	31512	7174197840	Mobile	1
usr510@gt.edu	pass510	Arminda	Bilden	smart aunt	59482	1140652825	Mobile	0
usr511@gt.edu	pass511	Antione	Linahan	abnormal railway	44620	6570745175	Work	1
usr512@gt.edu	pass512	Galen	Labreche	sulky low	61564	8346653881	Mobile	1
usr513@gt.edu	pass513	Mona	Canlas	substantial bone	79929	7263771033	Mobile	1
usr514@gt.edu	pass514	Barrett	Juhas	accurate fuel	66759	9866816071	Home	0
usr515@gt.edu	pass515	Belen	Dilello	faithful kitty	23530			
usr516@gt.edu	pass516	Salome	Wolfgramm	nondescript cent	03287	3925898029	Work	1
usr517@gt.edu	pass517	Theola	Hengel	barbarous clover	34204	6404549805	Work	0
usr518@gt.edu	pass518	Stephen	Paprocki	teeny tent	34974	9939599307	Mobile	0
usr519@gt.edu	pass519	Thurman	Devreese	remarkable flower	38544	7414220468	Home	0
usr520@gt.edu	pass520	Ronny	Gleich	clever riddle	72217			
usr521@gt.edu	pass521	Tegan	Hirpara	material touch	46285	1312595700	Work	1
usr522@gt.edu	pass522	Tammara	Fillingim	accurate talk	38358	6490100516	Home	0
usr523@gt.edu	pass523	Galen	Rodenberger	disgusting snakes	85931	0302200246	Work	0
usr524@gt.edu	pass524	Lenna	Bolognia	secret verse	81243	2556000141	Mobile	1
usr525@gt.edu	pass525	Cheryl	Morasca	humdrum form	79752	9225504181	Home	1
usr526@gt.edu	pass526	Leonora	Wildfong	dark riddle	64429	4433271585	Work	0
usr527@gt.edu	pass527	Valentin	Ferencz	embarrassed cats	87108	4568256374	Work	1
usr528@gt.edu	pass528	Viva	Zurcher	same coach	54140	8512217711	Mobile	0
usr529@gt.edu	pass529	Tasia	Suell	troubled toothbrush	74445	8730238510	Mobile	0
usr530@gt.edu	pass530	Glen	Brideau	purring wool	80209	8684981617	Mobile	0
usr531@gt.edu	pass531	Nu	Merced	sulky cart	62674	7780899770	Mobile	1
usr532@gt.edu	pass532	Tiera	Tromblay	polite pen	97640	6447512048	Home	0
usr533@gt.edu	pass533	Katina	Benimadho	eminent price	24459	6599803468	Home	0
usr534@gt.edu	pass534	Alisha	Cetta	chivalrous position	49331	5241626067	Home	0
usr535@gt.edu	pass535	Trinidad	Caudy	ubiquitous vessel	68956	6382048927	Mobile	0
usr536@gt.edu	pass536	Glory	Swayze	past dress	35487	5767504616	Work	1
usr537@gt.edu	pass537	Levi	Royster	guttural religion	00735	9551391622	Mobile	0
usr538@gt.edu	pass538	Chauncey	Bennick	silent apparatus	14852	7719618083	Home	1
usr539@gt.edu	pass539	Ozell	Dhamer	teeny kick	60621	0289044538	Home	1
usr540@gt.edu	pass540	Rasheeda	Regusters	glorious mom	46234			
usr541@gt.edu	pass541	Fausto	Limmel	milky babies	01754	2296670608	Home	0
usr542@gt.edu	pass542	Iluminada	Borgman	purring wool	05772	9364776677	Mobile	0
usr543@gt.edu	pass543	Ammie	Dilello	healthy woman	36640			
usr544@gt.edu	pass544	Viva	Tillotson	abiding pickle	94535	1863815301	Mobile	1
usr545@gt.edu	pass545	Ty	Setter	massive beds	43356	9852796221	Work	0
usr546@gt.edu	pass546	Solange	Lungren	lyrical mom	85648	3453701368	Home	1
usr547@gt.edu	pass547	Erick	Meisel	temporary coil	94144			
usr548@gt.edu	pass548	Lettie	Ruta	glamorous cheese	10988	8991787576	Mobile	1
usr549@gt.edu	pass549	Jerry	Emigh	same library	70633	1232666791	Mobile	1
usr550@gt.edu	pass550	Lili	Discipio	unruly dress	56274			
usr551@gt.edu	pass551	Terrilyn	Shadrick	rude authority	68180	3655564342	Work	0
usr552@gt.edu	pass552	Graciela	Wardrip	lackadaisical jar	33092	6508183537	Mobile	1
usr553@gt.edu	pass553	Galen	Thyberg	chivalrous yak	68748	3622773879	Mobile	1
usr554@gt.edu	pass554	Devora	Ehmann	earsplitting spy	62062			
usr555@gt.edu	pass555	Fausto	Nachor	volatile gold	54491	9111817731	Mobile	0
usr556@gt.edu	pass556	Fernanda	Walthall	glamorous cheese	42163	1130437814	Work	1
usr557@gt.edu	pass557	Elouise	Heintzman	poor letter	96222			
usr558@gt.edu	pass558	Corinne	Poullion	bored coil	57366	3290544410	Work	1
usr559@gt.edu	pass559	Vincent	Breland	bumpy verse	27583			
usr560@gt.edu	pass560	Lizette	Grenet	furtive planes	47039	9936201233	Mobile	1
usr561@gt.edu	pass561	Jess	Yaw	substantial bushes	04626	8172050038	Work	0
usr562@gt.edu	pass562	Lonna	Frerking	comfortable judge	61259			
usr563@gt.edu	pass563	Stephaine	Gwalthney	ubiquitous jar	57339	7428179537	Mobile	0
usr564@gt.edu	pass564	Lemuel	Samara	madly burst	64166			
usr565@gt.edu	pass565	Ezekiel	Walthall	ubiquitous seashore	57234			
usr566@gt.edu	pass566	Gilma	Stoltzman	defiant system	27429	1498584100	Mobile	1
usr567@gt.edu	pass567	Sharee	Sarao	pricey grape	79423	0308295972	Home	0
usr568@gt.edu	pass568	Bobbye	Angalich	nine health	74053	6803692375	Work	0
usr569@gt.edu	pass569	Elly	Wardrip	halting train	82440	1091169659	Mobile	0
usr570@gt.edu	pass570	Layla	Lipke	pricey grape	04360	1338656622	Home	0
usr571@gt.edu	pass571	Jesusita	Koppinger	thick error	56446	4549790763	Home	0
usr572@gt.edu	pass572	Pete	Reitler	tight coast	71149	9267933409	Home	0
usr573@gt.edu	pass573	Andra	Daufeldt	charming burst	30259			
usr574@gt.edu	pass574	Beckie	Greenbush	outrageous son	48881			
usr575@gt.edu	pass575	Roxane	Lawler	wandering spy	07026			
usr576@gt.edu	pass576	Tiera	Leto	breezy foot	54532			
usr577@gt.edu	pass577	Rolland	Vonasek	complex price	70076			
usr578@gt.edu	pass578	Ernest	Hudnall	cheap loaf	28152	2811541116	Work	0
usr579@gt.edu	pass579	Tammara	Hellickson	abnormal cheese	12841	1471822851	Mobile	1
usr580@gt.edu	pass580	Elvera	Bowley	guttural loaf	34984	9540368832	Home	1
usr581@gt.edu	pass581	Bernardo	Labreche	likeable honey	74741	3575585322	Work	0
usr582@gt.edu	pass582	Elza	Whobrey	temporary week	28133	0350997080	Mobile	0
usr583@gt.edu	pass583	Donte	Tromblay	encouraging blood	85288	4626962701	Mobile	1
usr584@gt.edu	pass584	Chanel	Emard	glamorous nose	99556	1493482416	Mobile	0
usr585@gt.edu	pass585	Brock	Slusarski	milky earth	10312			
usr586@gt.edu	pass586	Wynell	Good	early anger	95616	6100475629	Work	1
usr587@gt.edu	pass587	Tiffiny	Worlds	hanging children	40206	7135312400	Work	0
usr588@gt.edu	pass588	Heike	Maillard	hard error	85211	6906297149	Work	1
usr589@gt.edu	pass589	Britt	Seewald	roasted quince	26404	5730783189	Mobile	1
usr590@gt.edu	pass590	Garry	Buvens	psychotic riddle	21795	6811409333	Home	0
usr591@gt.edu	pass591	Vallie	Strassner	waiting sun	77622	2672494592	Work	0
usr592@gt.edu	pass592	Jennifer	Munns	sad jam	47431			
usr593@gt.edu	pass593	Cecil	Similton	eatable walk	92088	3748301966	Home	0
usr594@gt.edu	pass594	Lindsey	Husser	volatile verse	49112	1860710409	Home	1
usr595@gt.edu	pass595	Ashlyn	Kolmetz	sticky dress	38880			
usr596@gt.edu	pass596	Ty	Mauson	penitent clam	83805	4633916984	Work	1
usr597@gt.edu	pass597	Virgie	Wolfgramm	exultant seat	72329			
usr598@gt.edu	pass598	Lili	Cantres	poor story	62871			
usr599@gt.edu	pass599	Graciela	Burnard	adaptable touch	21274	1798178116	Mobile	1
usr600@gt.edu	pass600	Kate	Modzelewski	hanging children	40252			
usr601@gt.edu	pass601	Nieves	Hoa	ambitious cannon	29488	1692662389	Mobile	1
usr602@gt.edu	pass602	Jenelle	Castros	ambitious spy	29676	7251422638	Home	1
usr603@gt.edu	pass603	Marti	Ryser	charming clam	29666	4259309084	Home	1
usr604@gt.edu	pass604	Dottie	Hiatt	gigantic train	32820	9504308745	Mobile	1
usr605@gt.edu	pass605	Cyril	Loder	stupid form	84648	3889966802	Home	1
usr606@gt.edu	pass606	Daniel	Shealy	picayune woman	67850	3184745889	Home	0
usr607@gt.edu	pass607	Lavonna	Bilden	longing toad	58528			
usr608@gt.edu	pass608	Merissa	Scriven	beneficial chalk	21204			
usr609@gt.edu	pass609	Solange	Seewald	plausible believe	48884	6523441081	Work	1
usr610@gt.edu	pass610	Timothy	Ferencz	craven vacation	02134	5977277972	Home	1
usr611@gt.edu	pass611	Deandrea	Shire	earsplitting wheel	47531	0107803735	Work	0
usr612@gt.edu	pass612	Nu	Yori	massive ship	21055			
usr613@gt.edu	pass613	Felicidad	Delasancha	picayune ship	13662	1823328878	Home	1
usr614@gt.edu	pass614	Chantell	Blunk	earsplitting apparatus	63675			
usr615@gt.edu	pass615	Nichelle	Caiafa	chief peace	66221	5300961444	Home	1
usr616@gt.edu	pass616	Blondell	Mauson	shaggy record	24127	9819953664	Work	0
usr617@gt.edu	pass617	Gracia	Cantres	craven nut	61545	5980789184	Home	0
usr618@gt.edu	pass618	Jennie	Hamilton	disillusioned slope	38843	4859197115	Mobile	0
usr619@gt.edu	pass619	Rolland	Pelkowski	outrageous son	96053	1484860168	Work	1
usr620@gt.edu	pass620	Cyril	Blunk	condemned trousers	97056	2718988779	Work	1
usr621@gt.edu	pass621	Albina	Seewald	awake step	59257			
usr622@gt.edu	pass622	Cordelia	Mcnease	worried sneeze	21803	1157585674	Mobile	0
usr623@gt.edu	pass623	Carlee	Blackwood	numberless step	80428	2415446664	Home	1
usr624@gt.edu	pass624	Merilyn	Lorens	versed test	24063	1821720209	Work	0
usr625@gt.edu	pass625	Rodolfo	Palaia	coordinated health	94299	1914305873	Mobile	1
usr626@gt.edu	pass626	Alline	Mconnell	spurious aunt	06032	4101122996	Home	0
usr627@gt.edu	pass627	Moon	Husser	abaft insurance	12093			
usr628@gt.edu	pass628	Twana	Dickerson	closed pen	79072	2991664954	Mobile	0
usr629@gt.edu	pass629	Marti	Gesick	cheap clover	78938	7212443812	Mobile	1
usr630@gt.edu	pass630	Jade	Wolny	noiseless middle	49863	4978451330	Mobile	0
usr631@gt.edu	pass631	Deonna	Maybury	same songs	44202	6428025098	Home	1
usr632@gt.edu	pass632	Ligia	Kaniecki	glorious pen	40033	1287370367	Work	1
usr633@gt.edu	pass633	Xuan	Mcdoniel	bitter walk	07410	1384761025	Home	1
usr634@gt.edu	pass634	Carey	Perez	delicious judge	22485	7832950486	Home	1
usr635@gt.edu	pass635	Noah	Kampa	eminent seashore	63829			
usr636@gt.edu	pass636	Lorrie	Eanes	same art	66728			
usr637@gt.edu	pass637	Lonna	Steffensmeier	stupid art	95715			
usr638@gt.edu	pass638	France	Schmierer	penitent clam	12729	1823173674	Work	0
usr639@gt.edu	pass639	Raul	Wiklund	sudden kitty	13104	7961268097	Work	1
usr640@gt.edu	pass640	Derick	Calvaresi	daffy toothbrush	75663	7210637795	Mobile	1
usr641@gt.edu	pass641	Trinidad	Bowley	towering middle	71363	8256500276	Mobile	1
usr642@gt.edu	pass642	Merilyn	Mauson	milky statement	55127	4444422971	Work	1
usr643@gt.edu	pass643	Shawnda	Bartolet	complex fang	43963	8555147920	Work	1
usr644@gt.edu	pass644	Heike	Hauenstein	secret gold	02906	8766588637	Home	0
usr645@gt.edu	pass645	Markus	Wrinkles	ten creator	91708	2250193708	Mobile	1
usr646@gt.edu	pass646	Rozella	Ragel	slippery achiever	46660	5678182337	Home	0
usr647@gt.edu	pass647	Joesph	Wenzinger	macho sail	05059	3707712889	Work	1
usr648@gt.edu	pass648	Novella	Kines	one porter	62366	1526420311	Mobile	0
usr649@gt.edu	pass649	Raylene	Seewald	eminent trousers	45634			
usr650@gt.edu	pass650	Izetta	Buzick	acid believe	12543	9811314378	Work	0
usr651@gt.edu	pass651	Laurel	Colaizzo	volatile bait	28950			
usr652@gt.edu	pass652	Lynelle	Butt	picayune curve	07865			
usr653@gt.edu	pass653	Raylene	Amigon	optimal afterthought	78705	1249828940	Home	0
usr654@gt.edu	pass654	Mitsue	Kines	daffy temper	19049	9222981335	Work	0
usr655@gt.edu	pass655	Markus	Bubash	barbarous furniture	19050	7407728484	Mobile	1
usr656@gt.edu	pass656	Tegan	Kolmetz	halting kick	54763	4944283952	Home	0
usr657@gt.edu	pass657	Thaddeus	Dinos	steady slip	10301	8526577319	Home	0
usr658@gt.edu	pass658	Alease	Keetch	delicious gold	82620	8792263742	Work	1
usr659@gt.edu	pass659	Tyra	Paa	abnormal railway	68601			
usr660@gt.edu	pass660	Bernardine	Matuszak	handsome seashore	24475	1347304651	Work	0
usr661@gt.edu	pass661	Chanel	Boord	finicky religion	21727	1870590935	Home	0
usr662@gt.edu	pass662	Justine	Varriano	sloppy book	57001	3649823028	Work	0
usr663@gt.edu	pass663	Ashlyn	Keener	tight gold	83835	5416525182	Work	1
usr664@gt.edu	pass664	Ressie	Leinenbach	makeshift crayon	01568			
usr665@gt.edu	pass665	Fletcher	Rantanen	embarrassed umbrella	58785	7338188571	Mobile	0
usr666@gt.edu	pass666	Mitsue	Maynerich	materialistic war	64190	5471288113	Work	1
usr667@gt.edu	pass667	Adell	Kampa	amused war	29580	4708699636	Work	0
usr668@gt.edu	pass668	Herminia	Ohms	ubiquitous library	64633			
usr669@gt.edu	pass669	Shonda	Caiafa	abaft pickle	94205	9955928320	Home	0
usr670@gt.edu	pass670	Weldon	Tagala	wary caption	77835	6730380127	Mobile	1
usr671@gt.edu	pass671	Lonna	Chickering	daffy van	24553	9987887680	Work	0
usr672@gt.edu	pass672	Fabiola	Berray	ad hoc book	45152	8242991225	Work	0
usr673@gt.edu	pass673	Delmy	Ketelsen	calculating cherries	49724	1178429957	Mobile	0
usr674@gt.edu	pass674	Portia	Cryer	awake book	59402	1826817434	Mobile	0
usr675@gt.edu	pass675	Margart	Seewald	abiding houses	54622	0717230542	Work	1
usr676@gt.edu	pass676	Vallie	Fredicks	polite earth	15017	4247630782	Home	0
